BFSNr	SiedlungNr	SiedlungName	qualifier	GebäudeAnz	WohnungenAnz	EinwAnz
179	179048	Gfell		S	12	14	47
179	179049	Gfellacher		S	1	1	3
179	179050	Obergfell		S	2	4	9
179	179051	Schwendi		S	1	1	2
179	179052	Wolfenzädel		S	2	2	3
179	179053	Obere Langfurri		S	3	2	3
179	179054	Rietrüti		S	3	2	3
179	179055	Hintertobel		S	2	1	3
179	179056	Untere Bruechegg		S	2	2	6
179	179059	Obere Heurüti		S	1	1	2
179	179060	Untere Heurüti		S	1	1	3
179	179061	Musterplatz		S	1	1	2
179	179399	Personen ohne Siedlungs-Nr. 		R	0	0	19
180	180001	Weisslingen (Dorf)		S	511	745	1’975
180	180002	Schwändi		S	10	10	28
180	180003	Tieracher		S	1	9	18
180	180004	Vorderzelgli		S	1	1	2
180	180005	Dettenried		S	40	40	108
180	180006	Hünegg		S	1	1	3
180	180007	Dicki		S	1	1	8
180	180008	Feld (bei Weisslingen)		S	1	1	2
180	180009	Langächer		S	4	2	8
180	180010	Maienbüel		S	3	2	7
180	180011	Chalcheren		S	1	2	7
180	180012	Hänkirain		S	2	1	5
180	180013	Lindenberg		S	2	1	3
180	180014	Tollen		S	1	1	3
180	180015	Feld (bei Neschwil)		S	2	3	9
180	180016	Neschwil		S	50	52	141
180	180017	Hard		S	2	2	2
180	180018	Brauerei		S	1	1	3
180	180019	Farzel		S	2	2	7
180	180020	Himmelreich		S	1	1	3
180	180021	Theilingen		S	71	95	236
180	180023	Rebbberg		S	1	1	1
180	180024	Lendikon		S	29	28	73
180	180025	Leisibüel		S	35	34	75
180	180026	Sägel		S	2	2	7
180	180027	Froacher		S	1	1	3
180	180028	Schwemmrüti		S	1	1	1
180	180029	Hagenacher		S	2	1	7
180	180030	Moos		S	1	1	2
180	180032	Tarain		S	2	2	4
180	180399	Personen ohne Siedlungs-Nr. 		R	0	0	76
181	181001	Wila (Dorf)		S	369	564	1’387
181	181002	Loch		S	7	7	19
181	181003	Burg		S	1	1	5
181	181004	Espi		S	1	1	2
181	181005	Rosenberg		S	4	6	23
181	181006	Ghöngg		S	3	4	5
181	181007	Wiesental		S	2	2	9
181	181008	Sommerau		S	1	2	5
181	181009	Boden		S	1	1	2
181	181011	Säge		S	4	5	8
181	181012	Strick		S	3	4	7
181	181013	Jakobsbrunnen		S	8	9	21
181	181014	Vorder-Aegetswil		S	5	8	22
181	181015	Aegetswil		S	2	3	9
181	181016	Scheurerhaus		S	1	1	1
181	181017	Hofstetten		S	2	3	8
181	181018	Waldweid		S	1	1	2
181	181019	Rosengarten		S	2	3	8
181	181020	Sengi		S	2	2	6
181	181021	Tannau		S	1	1	4
181	181022	Talau		S	1	1	4
181	181023	Pfaffenberg		S	3	3	9
181	181024	Thalgarten		S	1	2	5
181	181025	Brenggau		S	2	4	8
181	181026	Hinzenberg		S	2	4	9
181	181027	Ottenhub		S	5	5	14
181	181028	Vorder-Auli		S	2	2	5
181	181029	Hinter-Auli		S	2	2	6
181	181030	Wilhelmshaus		S	1	1	1
181	181031	Sennenhaus		S	1	1	4
181	181032	Bogenhaus		S	2	1	5
181	181033	Steinen		S	7	8	21
181	181034	Au		S	14	17	44
181	181035	Girentobel		S	1	2	7
181	181036	Vorder-Eich		S	1	1	7
181	181037	Schuppis		S	6	7	21
181	181038	Hinter-Eich		S	1	2	5
181	181039	Rouss		S	1	2	7
181	181040	Manzenhub		S	7	7	22
181	181041	Lochweidli		S	1	1	4
181	181043	Brunnacher		S	1	2	7
181	181399	Personen ohne Siedlungs-Nr. 		R	0	0	29
182	182001	Wildberg (Dorf)		S	107	124	344
182	182003	Neubruch		S	1	1	1
182	182004	Drifurri		S	1	1	3
182	182005	Campingplatz		S	1	1	4
182	182006	Mülau		S	1	1	6
182	182007	Tössegg		S	4	8	16
182	182008	Schöngut		S	2	1	1
182	182009	Ehrikon		S	56	92	234
182	182010	Wenk		S	1	2	6
182	182011	Staffel		S	1	2	8
182	182012	Bühl		S	1	2	9
182	182013	Freudenberg		S	3	5	10
182	182014	Bläsimühle		S	1	1	2
182	182015	Steinland		S	3	3	11
182	182016	Untere Luegeten		S	3	3	8
182	182017	Obere Luegeten		S	3	1	2
182	182018	Ober-Neuhof		S	1	3	9
182	182021	Mühlewies		S	1	1	2
182	182022	Schalchen		S	41	48	130
182	182023	Neuhof		S	4	3	9
182	182024	Schöntal		S	3	3	5
182	182025	Neuhaus		S	1	1	5
182	182026	Sonnenberg		S	2	2	6
182	182027	Breite		S	10	9	24
182	182028	Frohwies		S	2	2	3
182	182031	Langenmatt		S	1	2	6
182	182032	Eschenhof		S	1	2	7
182	182399	Personen ohne Siedlungs-Nr. 		R	0	0	11
191	191001	Stettbach	Quartiere	Q	55	97	231
191	191004	Chämmeten		S	4	2	11
191	191005	Waldegg		S	2	1	7
191	191006	Dübendorf	Quartiere	Q	2’522	9’645	19’882
191	191032	Fallmen		S	17	20	57
191	191076	Gockhausen	Quartiere	Q	457	588	1’411
191	191080	Geeren		S	8	10	25
191	191081	Dübelstein		S	7	5	14
191	191082	Schlossbreiti		S	2	2	4
191	191083	Loren		S	4	5	12
191	191084	Wisbach		S	1	1	1
191	191085	Hermikon	Schachen	S	1	1	4
191	191086	Hermikon	Hermikon-Süd	S	7	6	14
191	191087	Hermikon	Hermikon-Nord	S	12	12	36
191	191088	Waldishuser		S	1	1	2
191	191399	Personen ohne Siedlungs-Nr. 		R	0	0	505
192	192001	Egg (Dorf)		S	747	1’657	4’003
192	192002	Hinteregg		S	210	447	1’107
192	192003	Esslingen		S	320	511	1’203
192	192004	Neuhus (bei Hinteregg)		S	19	44	103
192	192005	Bonacher		S	2	1	3
192	192006	Stifelacher		S	2	3	7
192	192007	Eichholz		S	8	9	22
192	192008	Stifelwis		S	22	22	70
192	192009	Güetli		S	2	2	4
192	192010	Neuguet		S	1	1	2
192	192011	Ober Halden		S	3	3	85
192	192012	Eggbüel		S	2	2	4
192	192013	Unter Halden		S	5	5	18
192	192015	Rällikon		S	10	10	25
192	192016	Iserig		S	1	2	3
192	192017	Vorder-Guldenen		S	6	6	18
192	192018	Bollerrain		S	4	4	14
192	192020	Bächelacher		S	2	2	4
192	192022	Grossacher		S	1	1	4
192	192023	Maienrain		S	2	3	9
192	192024	Breitacher		S	1	1	2
192	192025	Hostig		S	3	3	10
192	192026	Haslen		S	4	6	14
192	192028	Tannacher		S	1	1	2
192	192029	Lätten		S	6	6	19
192	192030	Lesirain		S	2	3	10
192	192031	Rotblatt		S	5	5	18
192	192032	Sagenacher		S	3	3	7
192	192033	Tüfental		S	1	2	4
192	192034	Sandgrueb		S	2	4	6
192	192035	Lurwis		S	1	2	4
192	192036	Froberg		S	1	3	6
192	192037	Ellenwis		S	6	5	12
192	192038	Blatten		S	1	2	6
192	192039	Oberschaubigen		S	3	2	5
192	192040	Schaubigen		S	7	6	13
192	192041	Hochwacht		S	1	1	2
192	192042	Vorderer-Radrain		S	2	2	3
192	192043	Husacher		S	2	1	4
192	192044	Zelg		S	2	2	6
192	192045	Fischer		S	1	2	3
192	192046	Mittlisberg		S	1	1	1
192	192047	Inner-Vollikon		S	11	13	33
192	192048	Lee		S	21	31	76
192	192050	Ämet		S	9	11	33
192	192051	Asp		S	4	5	18
192	192052	Leihalden		S	4	4	16
192	192053	Linden		S	1	3	6
192	192054	Leihalde		S	4	4	11
192	192055	Im mittleren Ämet		S	5	4	11
192	192056	Drittenberg		S	1	2	7
192	192057	Im usseren Ämet		S	2	2	7
192	192058	Loo		S	5	12	88
192	192059	Mülirain		S	1	1	4
192	192060	Erzacher		S	1	1	4
192	192061	Niederesslingen		S	8	10	25
192	192062	Lieburg		S	8	8	18
192	192064	Hottental		S	2	2	3
192	192065	Lurweid		S	2	3	9
192	192066	Rohr		S	6	7	17
192	192067	Usser-Vollikon		S	21	22	51
192	192069	Buhalden		S	1	1	2
192	192071	Sunnenberg		S	5	8	13
192	192072	Balmholz		S	1	1	1
192	192073	Unterneuhus		S	3	4	7
192	192075	Wolfenriet		S	4	4	13
192	192076	Sportplatz		S	1	1	4
192	192077	Engel		S	2	2	5
192	192078	Lindenhof		S	2	3	4
192	192399	Personen ohne Siedlungs-Nr. 		R	0	0	104
193	193001	Fällanden (Dorf)		S	325	959	2’100
193	193002	Morglen		S	2	0	6
193	193003	Bollenrüti		S	2	3	11
193	193004	Schärler		S	2	2	9
193	193005	Zelg		S	3	3	8
193	193006	Bruggacher		S	4	4	12
193	193007	Zil		S	2	3	8
193	193008	Industriestrasse		S	18	18	43
193	193009	Geren		S	5	12	23
193	193010	Pfaffhausen		S	408	762	1’684
193	193012	Mülibächli		S	2	3	11
193	193013	Bergstrasse		S	19	24	59
193	193014	Stocklen		S	1	1	1
193	193015	Neuhaus		S	34	87	237
193	193016	Langäri		S	51	68	181
193	193018	Untere Halden		S	1	1	1
193	193019	Rohr		S	1	1	2
193	193020	Benglen		S	314	805	1’937
193	193021	Rohrbuck		S	1	1	2
193	193022	Schönau		S	2	2	3
193	193023	Schüracker		S	1	2	3
193	193025	Leibacher		S	1	2	4
193	193027	Huebwis		S	1	1	2
193	193028	Rohrbach		S	1	1	1
193	193399	Personen ohne Siedlungs-Nr. 		R	0	0	75	
194	194002	Greifensee	Quartiere	Q	519	2’077	5’032
194	194020	Freizeitzentrum Migros		S	1	1	2
194	194022	Baumgarten-Sandbüel		S	1	0	1
194	194023	Furen		S	2	1	1
194	194025	Wildsberg		S	42	53	122
194	194026	Spitz		S	6	6	13
194	194028	Seehalden		S	1	0	2
194	194399	Personen ohne Siedlungs-Nr. 		R	0	0	69
195	195001	Maur (Dorf)	Quartiere	Q	387	579	1’423
195	195002	Halde		S	31	62	122
195	195003	Ebmatingen (Dorf)	Quartiere	Q	542	962	2’278
195	195013	Wassberg		S	10	10	32
195	195014	Bunt		S	32	32	80
195	195015	Aesch		S	362	707	1’717
195	195016	Eggenberg		S	24	24	76
195	195017	Scheuren		S	164	345	707
195	195020	Binz		S	263	689	1’601
195	195021	Hasenbühl		S	1	1	2
195	195022	Stuelen		S	15	18	43
195	195023	Wolfgalgen		S	3	3	10
195	195024	Aschbach		S	13	5	14
195	195026	Süssplätz		S	3	4	7
195	195027	Rüti		S	2	2	5
195	195028	Looren		S	9	11	21
195	195029	Wölfern		S	3	1	3
195	195030	Platte		S	8	8	20
195	195031	Halden		S	2	2	10
195	195032	Feld		S	3	2	3
195	195033	Brügglen		S	3	3	8
195	195034	Berg		S	6	5	14
195	195035	Ifang		S	4	4	9
195	195036	Schifflände		S	2	6	8
195	195037	Weid (bei Maur)		S	1	1	6
195	195038	Kreuzbühl		S	2	2	9
195	195040	Fluh		S	2	2	7
195	195041	Guldenenstrasse		S	15	15	45
195	195043	Sponstürli		S	1	2	5
195	195044	Hell		S	2	2	8
195	195045	Hintere Wannwis		S	6	7	21
195	195046	Bachlen		S	3	2	6
195	195047	Steindrüsen		S	4	5	13
195	195048	Schibändler		S	1	1	2
195	195049	Uessikon		S	22	19	55
195	195052	Stiefelacher		S	2	3	5
195	195053	Heuberg		S	5	6	13
195	195054	Vordere Wannwis		S	7	9	17
195	195055	Neugut		S	4	4	17
195	195056	Grueben		S	2	2	4
195	195057	Letzi		S	5	5	13
195	195059	Breite		S	1	1	5
195	195061	Dürgli		S	1	1	3
195	195063	Ifang		S	1	1	3
195	195064	Campingplatz		S	1	0	1
195	195399	Personen ohne Siedlungs-Nr. 		R	0	0	206		
196	196001	Mönchaltorf (Dorf)	Quartiere	Q	594	1’148	2’779
196	196011	Wüeri		S	10	11	28
196	196012	Breitacher		S	3	3	9
196	196013	Lindhof		S	13	18	56
196	196014	Seehof		S	1	2	6
196	196016	Mattenhof		S	1	1	5
196	196017	Lindenmatt		S	2	3	8
196	196018	Chislig		S	1	3	7
196	196019	Feldhof		S	1	1	1
196	196020	Widenriet		S	2	2	4
196	196022	Chilchli		S	2	2	4
196	196023	Hänsler		S	2	2	7
196	196024	Heinacher		S	1	2	4
196	196025	Eichhof		S	1	1	4
196	196026	Weid		S	3	3	6
196	196027	Waldau		S	1	1	3
196	196028	Neumüli		S	1	1	2
196	196029	Buchholz		S	2	2	5
196	196030	Tobel		S	1	2	6
196	196032	Heidihof		S	2	2	3
196	196033	Wihalden		S	7	23	40
196	196034	Himendal		S	2	2	4
196	196035	Unterer Brand		S	13	15	36
196	196036	Brand		S	1	1	4
196	196037	Burg		S	6	6	16
196	196038	Oberer Brand		S	4	4	13
196	196039	Usser Brand		S	1	1	6
196	196040	Obere Burg		S	1	2	5
196	196041	Massholdern		S	1	1	6
196	196042	Gibel		S	2	3	5
196	196043	Heusberg		S	12	14	40
196	196044	Heiwinkel		S	1	2	6
196	196399	Personen ohne Siedlungs-Nr. 		R	0	0	55
197	197001	Schwerzenbach (Dorf)	Quartiere	Q	515	1’821	4’180
197	197009	Heidenried		S	3	3	7
197	197010	Eichhof		S	2	2	7
197	197011	Rütihof		S	1	1	4
197	197012	Hanfländer		S	2	2	4
197	197013	Eigenacker		S	1	1	1
197	197014	Leigrueb		S	1	1	4
197	197015	Engelrüti		S	1	1	3
197	197016	Holzacker		S	2	2	4
197	197399	Personen ohne Siedlungs-Nr. 		R	0	0	42
198	198001	Uster (Stadt)	Quartiere	Q	3’604	10’213	23’279
198	198016	Freudwil		S	40	21	73
198	198018	Grossriet		S	4	3	10
198	198020	Nänikon	Quartiere	Q	294	626	1’560
198	198026	Tämbrig		S	6	1	1
198	198027	Tumiger		S	5	18	27
198	198028	Bösch		S	5	4	12
198	198029	Glattenried		S	2	1	2
198	198030	Werrikon		S	27	40	95
198	198032	Winikon		S	9	15	44
198	198033	Gutschür		S	1	1	3
198	198034	Mühleholz		S	1	1	2
198	198035	Wermatswil		S	262	286	774
198	198040	Steinbruch (bei Werrikon)		S	3	3	5
198	198048	Seefeld		S	1	2	3
198	198049	Zelg		S	1	1	2
198	198053	Spinnerei Trümpler		S	1	4	8
198	198055	Hütten		S	3	2	3
198	198056	Riedikon		S	109	207	516
198	198057	Hämmigächer		S	2	3	37
198	198060	Sunnenberg		S	1	1	4
198	198062	Verenenrain		S	1	1	3
198	198063	Neufuhr		S	4	3	7
198	198065	In der Hub		S	2	1	1
198	198066	Landgricht		S	2	1	2
198	198068	Kies		S	4	2	6
198	198072	Eicheracker		S	8	4	14
198	198074	Reiti		S	1	1	2
198	198076	Kluszelg		S	2	1	1
198	198078	Rotenrain		S	1	2	5
198	198080	Sulzbach		S	115	68	163
198	198081	Spitzacker		S	3	2	6
198	198082	Trimuelen		S	2	2	7
198	198086	Buechholz		S	3	3	7
198	198399	Personen ohne Siedlungs-Nr. 		R	0	0	1’887
199	199001	Volketswil	Volketswil (Dorf)	S	580	1’134	2’723
199	199002	Kindhausen	Bietenholz	S	1	1	5
199	199003	Kindhausen	Kindhausen (Dorf)	S	309	408	1’107
199	199006	Kindhausen	Gärtnerei Leimgruber	S	2	2	4
199	199007	Volketswil	Langacher	S	2	3	10
199	199008	Hegnau	Schützenstr./Talmatt	S	1	0	10
199	199009	Volketswil	Rüti	S	1	2	6
199	199010	Volketswil	Sunnehalde	S	1	2	5
199	199011	Volketswil	Neuhof	S	2	1	2
199	199012	Hegnau	Erdbeerirain	S	1	1	4
199	199013	Volketswil	Rütihof	S	1	1	5
199	199014	Volketswil	Brugglen	S	2	3	9
199	199015	Hegnau	Quartiere	Q	374	2’040	4’895
199	199016	Volketswil	Zelglihof	S	1	1	4
199	199017	Hegnau	Gfenn	S	10	9	18
199	199018	Hegnau	Oetenbüel	S	15	31	101
199	199019	Gutenswil	Waldhof	S	1	2	5
199	199022	Hegnau	Maiacher	S	10	54	116
199	199023	Gutenswil	Sunnehof	S	1	1	2
199	199025	Gutenswil	Aebnet	S	1	1	6
199	199026	Hegnau	Dammboden-Grindel	S	391	1’256	2’817
199	199028	Gutenswil	Neurüti	S	1	2	6
199	199029	Gutenswil	Gutenswil	S	303	482	1’188
199	199031	Gutenswil	Pfäffikerstrasse	S	3	6	15
199	199037	Zimikon	Chalberweidli	S	5	5	12
199	199038	Zimikon	Zimikon (Dorf)	S	37	75	194
199	199039	Zimikon	Industriegebiet	S	6	7	12
199	199040	Zimikon	Pumpwerk	S	1	1	2
199	199041	Gutenswil	Bröchli	S	1	2	3
199	199042	Zimikon	In der Höh	S	4	21	51
199	199043	Zimikon	Rütiwies	S	39	251	518
199	199399	Personen ohne Siedlungs-Nr. 		R	0	0	215
200	200001	Wangen		S	490	809	2’015
200	200004	Brüttisellen (Dorf)		S	517	1’514	3’697
200	200005	Wärterhaus SBB		S	1	1	4
200	200006	Halde		S	4	6	12
200	200007	Hinter-Rüti		S	2	3	10
200	200008	Ried		S	1	2	6
200	200009	Altwiesenstrasse		S	5	6	20
200	200010	Weidli		S	4	8	15
200	200011	Rütihof		S	3	3	9
200	200012	Birch		S	2	2	6
200	200013	Flugplatz		S	1	1	2
200	200014	Roswies		S	10	13	28
200	200015	Steigliächer		S	1	2	7
200	200017	Früeächer		S	1	1	4
200	200018	Öniken		S	1	1	5
200	200019	Stiegenhof		S	1	1	5
200	200399	Personen ohne Siedlungs-Nr. 		R	0	0	133
211	211001	Altikon (Dorf)	Quartiere	Q	134	168	447
211	211002	Talbach		S	1	1	2
211	211003	Steinighof		S	1	1	5
211	211004	Thurhof		S	1	1	6
211	211005	Neufeld		S	1	1	2
211	211006	Rütihof		S	1	1	3
211	211007	Gillhof		S	1	1	4
211	211008	Bühlhüsli		S	1	1	3
211	211009	Schneit		S	3	3	10
211	211011	Mühle		S	2	4	5
211	211012	Feldi		S	9	10	38
211	211013	Forenhof		S	1	1	2
211	211014	Weid		S	1	2	5
211	211016	Berg		S	3	4	9
211	211018	Binz		S	1	1	1
211	211020	Kellerhöfli		S	2	2	6
211	211022	Weierwies		S	1	1	6
211	211023	Unterherten		S	11	11	29
211	211024	Oberherten		S	7	6	15
211	211025	Guldital		S	1	1	2
211	211399	Personen ohne Siedlungs-Nr. 		R	0	0	13
212	212001	Bertschikon		S	26	31	104
212	212002	Buechli		S	1	1	3
212	212003	Kefikon (westl. Teil)		S	10	14	52
212	212004	Wagenstoss		S	12	14	43
212	212005	Haselhof		S	1	1	6
212	212006	Neuhof		S	1	1	4
212	212007	Lerchenhof		S	1	1	3
212	212010	Pünt		S	2	2	3
212	212011	Hofacker		S	54	61	193
212	212012	Gundetswil		S	28	34	90
212	212015	Usserbreiten		S	36	37	110
212	212016	Heligsbüel		S	2	3	5
212	212017	Grundstein		S	1	1	1
212	212018	Eigensinn		S	1	1	2
212	212020	Hellen		S	3	3	8
212	212022	Meisberg		S	8	9	22
212	212023	Büel (bei Gundetswil)		S	1	1	3
212	212024	Haldenhof		S	1	1	2
212	212025	Waldhof		S	1	1	4
212	212026	Weidhof (bei Bertschikon)		S	1	1	5
212	212027	Zelgli		S	1	2	7
212	212028	Liebensberg		S	16	21	60
212	212029	Weidhof (bei Liebensberg)		S	1	1	2
212	212033	Ober-Bertschikon		S	11	16	31
212	212034	Büel (bei Gündlikon)		S	1	1	5
212	212035	Talwieshof		S	1	1	5
212	212036	Stegen		S	6	7	21
212	212037	Sammelsgrüt		S	1	2	7
212	212038	Bewangen		S	5	4	9
212	212039	Gündlikon		S	17	19	72
212	212043	Zünikon		S	32	32	81
212	212045	Im Peter		S	1	2	3
212	212399	Personen ohne Siedlungs-Nr. 		R	0	0	19
213	213001	Brütten (Dorf)		S	425	648	1’556
213	213002	Ober-Eich		S	1	1	1
213	213003	Unter-Eich		S	5	5	16
213	213004	Birch		S	2	3	5
213	213005	Strubikon		S	11	18	43
213	213006	Chrumbüel		S	1	2	3
213	213007	Eichhölzli		S	1	2	8
213	213008	Geretwinkel		S	1	1	6
213	213009	Forbüel		S	1	2	6
213	213010	Chapf		S	1	1	4
213	213011	Sigiloch		S	2	2	6
213	213012	Huebacher		S	1	1	3
213	213013	Buchsächer		S	1	1	3
213	213014	Blätzwisen		S	2	1	3
213	213015	Buechli		S	2	2	7
213	213016	Buechmes		S	3	4	8
213	213017	Ifang		S	1	1	4
213	213018	Moos		S	2	4	13
213	213019	Steighof		S	3	2	3
213	213020	Steigacher		S	1	1	5
213	213021	Eichacker		S	1	1	6
213	213022	Feldenmoos		S	1	2	6
213	213023	Höhi		S	1	2	7
213	213399	Personen ohne Siedlungs-Nr. 		R	0	0	52
214	214001	Dägerlen (Dorf)		S	17	20	55
214	214002	Wil		S	1	2	4
214	214003	Herti		S	1	1	3
214	214004	Oberwil		S	72	82	243
214	214005	Eichhof		S	1	2	5
214	214006	Rütibühl		S	1	2	6
214	214007	Lindenhof		S	1	3	9
214	214008	Breiten		S	1	1	1
214	214009	Berg		S	43	53	179
214	214010	Weiher		S	1	1	2
214	214011	Muggen		S	1	1	6
214	214012	Lagerhaus		S	1	2	7
214	214013	Rutschwil		S	63	72	194
214	214014	Wisler		S	1	1	2
214	214015	Bänk		S	38	40	111
214	214016	Bodenacker		S	1	2	3
214	214017	Altwingert		S	1	2	7
214	214399	Personen ohne Siedlungs-Nr. 		R	0	0	22
215	215001	Dättlikon (Dorf)		S	127	154	414
215	215003	Im Boden		S	2	2	3
215	215004	Eule		S	1	1	2
215	215005	Vorder-Kalkhof		S	1	1	8
215	215006	Berghof		S	3	4	10
215	215007	Steindler		S	1	1	4
215	215009	Weinberg		S	1	3	6
215	215010	Blumetshalde		S	20	23	56
215	215012	Hinterer Kalkhof		S	1	1	5
215	215013	Haldenrain		S	1	1	2
215	215399	Personen ohne Siedlungs-Nr. 		R	0	0	19
216	216001	Ausser-Dinhard		S	163	206	522
216	216003	Längerenrüti		S	12	12	25
216	216004	Eschlikon		S	39	43	103
216	216005	Eichwisen		S	1	2	4
216	216006	Sunnenhof		S	1	1	1
216	216007	Vorder-Grüt		S	26	34	105
216	216008	Buck		S	1	2	10
216	216009	Giselstuden		S	2	2	8
216	216010	Welsikon		S	119	129	357
216	216011	Neuwisen		S	3	5	17
216	216012	Ziegelhof		S	2	2	5
216	216013	Kirch-Dinhard		S	26	30	73
216	216014	Forrenhof		S	1	1	7
216	216015	Weidhof		S	1	2	8
216	216016	Müli		S	3	2	7
216	216017	Solwisen		S	1	1	3
216	216018	Tannenhof		S	1	1	1
216	216019	Eichhof		S	2	2	6
216	216020	Rietmüli		S	5	6	11
216	216399	Personen ohne Siedlungs-Nr. 		R	0	0	28
217	217001	Elgg	Quarteire	Q	766	1’349	3’282
217	217003	Sonnenhof		S	2	2	6
217	217005	Wiesengrund		S	1	1	3
217	217006	Birmenstal		S	2	2	5
217	217008	Freihof		S	2	2	4
217	217009	Berghof		S	1	1	4
217	217010	Giesental		S	3	4	11
217	217011	Aathal		S	1	1	2
217	217012	Büchlerhof		S	1	1	2
217	217013	Römerhof		S	1	1	2
217	217014	Baumgarten		S	1	2	6
217	217015	Ettenbühl		S	1	2	6
217	217016	Feldheim		S	1	1	2
217	217017	Landihof		S	1	3	6
217	217018	Aadorferfeld		S	7	13	35
217	217019	Hohbühl		S	3	5	14
217	217020	Bruggwingert		S	1	1	3
217	217021	Rehweid		S	1	2	7
217	217022	Haggenbergstrasse		S	4	5	9
217	217023	Oberhof		S	4	5	12
217	217024	Humberg		S	1	1	1
217	217025	Haggenberg		S	1	2	5
217	217026	Fahrenhof		S	2	2	6
217	217027	Riethof		S	1	2	4
217	217028	Kellerhof		S	1	1	1
217	217029	Schloss Elgg		S	2	1	2
217	217030	Horben		S	2	2	3
217	217031	Burghof		S	3	4	11
217	217032	Blankenmoos		S	1	1	6
217	217033	Sennhof		S	5	7	17
217	217034	Guwilmühle		S	1	0	1
217	217036	Rappenstein		S	1	2	12
217	217037	Heurüti		S	4	5	14
217	217038	Chatzenacker		S	1	2	8
217	217399	Personen ohne Siedlungs-Nr. 		R	0	0	81
218	218001	Ellikon (Dorf)		S	125	181	477
218	218002	Untergris		S	2	2	7
218	218003	Thuracher		S	2	3	4
218	218004	Langbreiten		S	2	3	12
218	218005	Eichbrücke		S	1	1	1
218	218006	Gärtnerei		S	1	12	40
218	218007	Mattenhof		S	2	3	10
218	218009	Müracker		S	1	1	1
218	218010	Eichi		S	1	2	5
218	218011	Räuchler		S	2	4	11
218	218012	Wald		S	6	7	20
218	218013	Loos		S	1	1	5
218	218014	Dunaspi		S	39	41	102
218	218015	Langfurri		S	1	2	6
218	218016	Eigi		S	1	1	1
218	218017	Schillrüti		S	1	1	6
218	218018	Heuler		S	1	2	3
218	218019	Grundstein		S	1	2	3
218	218020	Chrümiswis		S	1	2	8
218	218399	Personen ohne Siedlungs-Nr. 		R	0	0	20
219	219001	Elsau-Räterschen	Quartiere	Q	360	550	1’395
219	219005	Rümikon		S	230	266	675
219	219006	Infang		S	1	2	6
219	219007	Schluck		S	1	1	1
219	219008	Sunnenberg		S	1	1	2
219	219009	Oberelsau		S	1	2	8
219	219010	Summerhalden		S	1	2	8
219	219011	Schnasberg		S	13	16	28
219	219012	Fulau		S	7	10	26
219	219016	Frohberg		S	2	1	2
219	219018	Blumenau		S	1	1	2
219	219021	Schottikon		S	205	240	658
219	219022	Bettlihof		S	1	1	1
219	219023	Neuguet		S	3	2	4
219	219024	Tolhusen		S	5	6	22
219	219399	Personen ohne Siedlungs-Nr. 		R	0	0	62
220	220001	Hagenbuch (Dorf)		S	196	298	757
220	220002	Flachrüti		S	1	1	7
220	220004	Chrüzacker		S	1	3	7
220	220005	Kappel		S	11	12	33
220	220006	Oberschneit		S	25	36	90
220	220011	Mittelschneit		S	7	7	17
220	220014	Unterschneit		S	8	7	27
220	220015	Schneitberg		S	5	5	19
220	220016	Egghof		S	9	9	24
220	220018	Hagenstal		S	14	11	41
220	220020	Aathal		S	1	1	2
220	220399	Personen ohne Siedlungs-Nr. 		R	0	0	61
221	221001	Hettlingen (Dorf)	Quartiere	Q	596	853	2’221
221	221005	Obere Steigen		S	2	1	3
221	221006	Seglen		S	1	1	3
221	221007	Kohlgrub		S	2	1	8
221	221008	Küchliberg		S	2	1	2
221	221009	Lohhof		S	1	1	3
221	221010	Guggenbühl		S	1	1	2
221	221011	Uf Steigen		S	1	1	6
221	221012	Vorloch		S	1	2	6
221	221013	Burgstel		S	1	2	5
221	221014	Eichmühle		S	2	2	12
221	221015	Sonnenberg		S	1	1	2
221	221016	Worbig		S	2	2	4
221	221017	Brüggli		S	1	1	3
221	221018	Freudenhalden		S	1	1	4
221	221019	Mittelfeld		S	1	1	4
221	221020	Halden		S	2	2	6
221	221021	Rebhof		S	1	1	3
221	221022	Ruchriet		S	3	3	6
221	221023	Riet		S	1	1	4
221	221024	Holzwis		S	1	2	6
221	221399	Personen ohne Siedlungs-Nr. 		R	0	0	70		
222	222001	Hofstetten (Dorf)		S	18	21	52
222	222002	Dickbuch		S	43	47	128
222	222003	Wiesental		S	3	3	5
222	222004	Morgental		S	1	1	5
222	222005	Jakobstal		S	5	7	21
222	222006	Sonnental		S	2	2	7
222	222007	Neubruch		S	1	1	6
222	222009	Wenzikon		S	12	14	42
222	222010	Steig		S	5	7	20
222	222011	Scheunberg		S	4	5	12
222	222012	Stoss		S	1	1	1
222	222013	Geretswil		S	5	5	13
222	222014	Tiefenstein		S	5	6	21
222	222015	Ristall		S	2	2	4
222	222016	Unter-Hüttstall		S	1	2	3
222	222017	Huggenberg		S	13	19	49
222	222018	Hüttstall		S	1	0	1
222	222019	Buchenhof		S	1	2	7
222	222020	Weidhof		S	2	1	5
222	222021	Bodenacker		S	1	1	5
222	222399	Personen ohne Siedlungs-Nr. 		R	0	0	12
223	223001	Neftenbach	Dorf Neftenbach	S	730	1’218	3’171
223	223010	Breiten		S	2	3	6
223	223011	Im Rüetschen		S	1	1	6
223	223012	Schänkbrunnen		S	1	2	7
223	223013	Letzbach		S	1	1	7
223	223014	Geissacker		S	1	1	2
