#Word Types: 58536;;
#Word Tokens: 2513412;;
#Search Hits: 0;;
815;347;eintrag
816;347;keinen
817;346;ominica
818;345;erkendt
819;345;gebühr
820;345;halb
821;345;sampt
822;345;seie
823;342;brot
824;342;freyen
825;342;mertzen
826;341;gern
827;341;mülli
828;341;sonsten
829;339;dessen
830;339;eröffnet
831;338;frouw
832;338;henrich
833;337;end
834;337;november
835;336;schnyder
836;336;schwager
837;336;wirtshauß
838;335;holtz
839;334;uh
840;333;gestrafft
841;333;sonntags
842;332;anhang
843;332;dißem
844;332;mey
845;331;uber
846;330;ehegaumeren
847;330;fürgefallen
848;330;gschwornen
849;330;inskünfftig
850;330;je
851;330;weiß
852;330;wyn
853;329;all
854;329;anderst
855;329;diße
856;327;acht
857;327;allerley
858;327;casper
859;327;du
860;327;hus
861;327;liederlich
862;327;selben
863;326;muß
864;326;pflicht
865;326;sambstag
866;325;meiner
867;324;deßgleichen
868;324;ernd
869;324;erscheinen
870;324;hendel
871;324;julius
872;324;kilchmeyer
873;324;oberkeitliche
874;324;september
875;323;bodmer
876;323;vogel
877;323;wyß
878;321;erhalten
879;321;erinneret
880;321;fürgestellt
881;321;kirchenorth
882;321;laße
883;321;liebe
884;321;schmids
885;321;sehen
886;321;ursula
887;321;übrigen
888;320;ehr
889;320;verzeichnet
890;319;aw
891;319;embris
892;319;son
893;319;u
894;318;barbeli
895;318;bruders
896;318;ganze
897;318;gnädig
898;318;october
899;318;ußert
900;317;schreiben
901;317;zwüschent
902;316;fällanden
903;315;dißmahlen
904;315;drauf
905;315;erkënt
906;315;fendrich
907;315;junius
908;315;sigg
909;315;sonderbar
910;315;stillstahnd
911;315;vilen
912;314;conradt
913;314;fahl
914;312;dato
915;312;januarius
916;312;maius
917;312;trinken
918;309;bekennt
919;309;bonstetten
920;309;ganz
921;309;gossau
922;309;it
923;308;gführt
924;308;unke
925;307;ühli
926;306;angetroffen
927;306;außert
928;306;december
929;306;deme
930;306;haußhaltung
931;306;heirech
932;306;händel
933;306;landtv
934;306;pfarer
935;306;susanna
936;306;werd
937;303;darauff
938;303;gebätten
939;303;handel
940;303;mertz
941;303;mitt
942;303;partheyen
943;303;welchem
944;303;zollinger
945;300;begehrt
946;300;etlich
947;300;nammlich
948;300;sontagen
949;300;söll
950;300;t
951;300;waß
952;299;viertel
953;297;behalten
954;297;derselben
955;297;geschëhen
956;297;nebent
957;297;vermeint
958;295;wetzstein
959;294;beider
960;294;gewësen
961;294;meinen
962;294;neüwe
963;294;solten
964;294;weg
965;291;anneli
966;291;befehl
967;291;ganzen
968;291;ihnn
969;291;martius
970;290;februarius
971;290;homberger
972;290;keglen
973;288;darauf
974;288;rügg
975;288;selbsten
976;288;solchen
977;286;lindau
978;286;stallikon
979;285;andren
980;285;ehrsamen
981;285;joseph
982;285;laut
983;285;leütenant
984;285;liecht
985;285;selbiger
986;285;straff
987;282;angehalten
988;282;beschickt
989;282;bschikt
990;282;pfahrhauß
991;282;rath
992;282;usti
993;281;anfangs
994;281;marti
995;280;lvogt
996;279;entschlagen
997;279;halte
998;279;laugnet
999;279;söllen
1000;279;verhanden
1001;279;wandel
1002;279;werdend
1003;278;gutt
1004;278;ihrigen
1005;278;seinigen
1006;276;fluchens
1007;276;gestrichen
1008;276;gewißen
1009;276;gute
1010;276;hier
1011;276;kriesi
1012;276;meyen
1013;276;synem
1014;276;welchen
1015;276;wylen
1016;274;erenter
1017;273;cr
1018;273;goßauw
1019;273;gäben
1020;273;hohen
1021;273;imme
1022;273;meinem
1023;273;vast
1024;273;vermannet
1025;273;vollenweider
1026;272;eignen
1027;270;augustus
1028;270;beid
1029;270;fürgfallen
1030;270;ghört
1031;270;haushaltung
1032;270;obervögt
1033;270;unzucht
1034;270;wahl
1035;268;ieben
1036;267;ad
1037;267;angelobt
1038;267;eheg
1039;267;frouwen
1040;267;geweßen
1041;267;gieng
1042;267;gilg
1043;267;gnug
1044;267;morgenpredig
1045;267;protocoll
1046;267;schumacher
1047;267;schweerens
1048;267;sigrist
1049;267;sigristen
1050;267;unserer
1051;266;jedes
1052;264;andres
1053;264;arbeit
1054;264;ehgricht
1055;264;legen
1056;264;rathsherr
1057;263;regel
1058;262;en
1059;261;dero
1060;261;frou
1061;261;genamt
1062;261;geörg
1063;261;gstelt
1064;261;kan
1065;261;küffer
1066;261;laugnen
1067;261;neben
1068;261;suchen
1069;261;uneinigkeit
1070;261;zeiten
1071;261;zugleich
1072;261;zusamen
1073;260;schweren
1074;259;hotz
1075;259;yn
1076;258;anzeiget
1077;258;binzikon
1078;258;ehrsam
1079;258;gesezt
1080;258;getragen
1081;258;wieder
1082;258;zween
1083;258;æt
1084;256;atis
1085;256;johann
1086;255;bösen
1087;255;demnach
1088;255;dißen
1089;255;einmahl
1090;255;extraordinari
1091;255;gebetten
1092;255;hur
1093;255;lebens
1094;255;orten
1095;255;selig
1096;255;zwar
1097;255;öttenbach
1098;254;lib
1099;253;martin
1100;252;achtung
1101;252;demme
1102;252;gedacht
1103;252;gedachten
1104;252;gheißen
1105;252;joh
1106;252;margreth
1107;252;mittag
1108;252;trachsler
1109;252;zwüschen
1110;251;bernhart
1111;251;ehren
1112;251;gleichwol
1113;251;morndes
1114;250;summa
1115;249;alhie
1116;249;brieff
1117;249;bscheid
1118;249;daheim
1119;249;erschynen
1120;249;examiniert
1121;249;jaggli
1122;249;jedem
1123;249;stäffen
1124;249;wöll
1125;248;monat
1126;248;rud
1127;247;wild
1128;246;bezahlen
1129;246;brunners
1130;246;desto
1131;246;donstag
1132;246;eigenthumblich
1133;246;etlicher
1134;246;gelaugnet
1135;246;getriben
1136;246;iii
1137;246;seel
1138;246;tod
1139;246;weiter
1140;246;wüste
1141;245;guten
1142;245;un
1143;244;ar
1144;244;ilis
1145;244;jul
1146;243;brauch
1147;243;ernsts
1148;243;gahn
1149;243;gesehen
1150;243;se
1151;243;süri
1152;243;verleßen
1153;243;werdmüller
1154;243;znacht
1155;242;gwalt
1156;242;solcher
1157;242;zun
1158;240;beiderseits
1159;240;beyde
1160;240;fast
1161;240;gebraucht
1162;240;gethon
1163;240;schwäher
1164;240;setzen
1165;240;wäre
1166;239;barb
1167;239;frawen
1168;239;oben
1169;239;thaler
1170;237;abermahl
1171;237;besessen
1172;237;betreffende
1173;237;boßharten
1174;237;fehrner
1175;237;herrn
1176;237;klagen
1177;237;stillstandt
1178;237;zeiget
1179;237;zudienen
1180;237;zwüschet
1181;234;alvo
1182;234;angesprochen
1183;234;beschulet
1184;234;demselben
1185;234;erklagt
1186;234;finden
1187;234;gëgen
1188;234;heren
1189;234;lauffen
1190;234;maag
1191;234;mensch
1192;234;obige
1193;234;onore
1194;234;verordnet
1195;234;wachtmeister
1196;233;begert
1197;233;landrikon
1198;231;brüderen
1199;231;bättag
1200;231;einandren
1201;231;ernstlichem
1202;231;folgende
1203;231;grund
1204;231;hanßen
1205;231;ludwig
1206;231;platz
1207;231;samuel
1208;231;schuh
1209;231;soliches
1210;231;spilen
1211;231;wöllind
1212;231;ynzug
1213;228;binder
1214;228;drey
1215;228;einigkeit
1216;228;entlich
1217;228;gleidet
1218;228;gnommen
1219;228;haußfraw
1220;228;hilff
1221;228;jogeli
1222;228;kirchenpflegeren
1223;228;thüge
1224;228;truncken
1225;228;wole
1226;228;wolt
1227;227;hoch
1228;227;hoff
1229;227;landv
1230;227;thal
1231;225;alßo
1232;225;besuchen
1233;225;führen
1234;225;gottsdienst
1235;225;merzen
1236;225;still
1237;225;streichen
1238;224;abends
1239;224;jr
1240;224;mihr
1241;222;ansehung
1242;222;disere
1243;222;einandern
1244;222;gesprochen
1245;222;glaugnet
1246;222;hätte
1247;222;mittel
1248;222;orths
1249;222;suter
1250;222;verordneten
1251;222;ware
1252;222;weis
1253;222;widmer
1254;222;zwahren
1255;219;augsten
1256;219;fischer
1257;219;gibt
1258;219;haußfr
1259;219;jos
1260;219;manns
1261;219;morff
1262;219;mußte
1263;219;seyen
1264;219;sr
1265;219;versprechen
1266;219;verzyhung
1267;219;wirthshaus
1268;216;aprellen
1269;216;bezahlt
1270;216;eintweders
1271;216;jez
1272;216;schaffen
1273;216;schandtlich
1274;216;tryndler
1275;216;unter
1276;216;urthel
1277;215;april
1278;215;elsbeth
1279;215;fud
1280;215;sekelm
1281;215;sept
1282;213;dieben
1283;213;fort
1284;213;fürkommen
1285;213;heimkommen
1286;213;ihnnen
1287;213;jemand
1288;213;jun
1289;213;magdalena
1290;213;nüd
1291;213;obs
1292;213;tischmacher
1293;213;trunken
1294;213;weniger
1295;212;auwen
1296;212;umbhin
1297;212;ung
1298;211;läben
1299;210;bricht
1300;210;brunnen
1301;210;bschickt
1302;210;deße
1303;210;entschuldiget
1304;210;entstanden
1305;210;erdaurung
1306;210;gelts
1307;210;goßouw
1308;210;heßen
1309;210;kauff
1310;210;klein
1311;210;may
1312;210;maßen
1313;210;monatliche
1314;210;pflëger
1315;210;sowol
1316;210;welicher
1317;209;bätten
1318;209;rudolf
1319;207;bickel
1320;207;chor
1321;207;einiche
1322;207;fürhin
1323;207;gaßen
1324;207;geheißen
1325;207;gelegen
1326;207;habs
1327;207;profosen
1328;207;trinitatis
1329;207;verfahren
1330;207;vill
1331;207;weibels
1332;207;wittib
1333;207;zimlich
1334;204;amman
1335;204;besuchung
1336;204;brauchen
1337;204;ehegaumers
1338;204;erkantnus
1339;204;form
1340;204;gewalt
1341;204;michel
1342;204;müsen
1343;204;ottiken
1344;204;predigern
1345;204;selber
1346;204;volck
1347;204;wüsten
1348;203;neüw
1349;203;ris
1350;203;vide
1351;203;wangen
1352;202;andt
1353;202;ichen
1354;201;abgenommen
1355;201;anzeigen
1356;201;belieben
1357;201;desgleichen
1358;201;dorüber
1359;201;ehrlichen
1360;201;gehe
1361;201;genent
1362;201;gstrafft
1363;201;heißen
1364;201;kammer
1365;201;locher
1366;201;mans
1367;201;schlagen
1368;201;streit
1369;201;ursachen
1370;201;vernemmen
1371;201;weliche
1372;200;berichten
1373;200;mangel
1374;200;wilhelm
1375;198;angemeldet
1376;198;augen
1377;198;erlaubt
1378;198;erwarten
1379;198;fleißiger
1380;198;folgenden
1381;198;gang
1382;198;gehaltnem
1383;198;greiffensee
1384;198;ie
1385;198;junker
1386;198;mer
1387;198;müllerin
1388;198;reben
1389;198;unwesen
1390;198;ut
1391;198;wahrnen
1392;198;weiberorth
1393;198;zufriden
1394;198;zwaren
1395;197;hüßer
1396;197;jog
1397;197;montag
1398;195;andern
1399;195;angefangen
1400;195;baur
1401;195;boden
1402;195;erfahren
1403;195;ermahnet
1404;195;fehrners
1405;195;geb
1406;195;grüt
1407;195;handen
1408;195;heidegger
1409;195;helffen
1410;195;hex
1411;195;kinderlehren
1412;195;kirchgang
1413;195;letsten
1414;195;lieber
1415;195;mag
1416;195;spendmeister
1417;195;wyb
1418;195;zusprëchen
1419;195;überigen
1420;194;wolffen
1421;193;pfr
1422;193;schellenberg
1423;192;arbeiten
1424;192;baumberger
1425;192;dit
1426;192;ehrlich
1427;192;erkennen
1428;192;gedachtem
1429;192;gegëben
1430;192;gelaßen
1431;192;gerathen
1432;192;großer
1433;192;heinrichen
1434;192;jeden
1435;192;meine
1436;192;mähl
1437;192;ouch
1438;192;pfingsten
1439;192;verhandlet
1440;192;zins
1441;191;niemahlen
1442;191;pf
1443;190;alter
1444;190;hedingen
1445;190;landtrichter
1446;190;pfleger
1447;189;angeklagt
1448;189;anhörung
1449;189;aprel
1450;189;batte
1451;189;berüfft
1452;189;besucht
1453;189;bitten
1454;189;fahls
1455;189;gedachte
1456;189;gespilt
1457;189;hunds
1458;189;knächt
1459;189;neüen
1460;189;nägeli
1461;189;rodolff
1462;189;seiten
1463;189;sohnsfr
1464;189;sprach
1465;189;stud
1466;189;weßwegen
1467;189;zukent
1468;188;aumer
1469;188;em
1470;188;fißler
1471;188;lohn
1472;187;stauber
1473;186;angelegt
1474;186;anlaß
1475;186;bin
1476;186;dardurch
1477;186;dürstalen
1478;186;einte
1479;186;erwelt
1480;186;helfferey
1481;186;kleinen
1482;186;kosten
1483;186;menschen
1484;186;rechten
1485;186;stadman
1486;186;stül
1487;186;vater
1488;186;versprach
1489;186;welliches
1490;186;winterkleider
1491;183;anderem
1492;183;erstlich
1493;183;feld
1494;183;geding
1495;183;mache
1496;183;sammt
1497;183;schein
1498;183;schlechten
1499;183;schmiden
1500;183;schnider
1501;183;schulen
1502;183;stillständeren
1503;183;stutz
1504;183;synen
1505;183;unguten
1506;183;wahr
1507;183;welchs
1508;183;wesen
1509;183;wohl
1510;183;wüst
1511;182;erkaufft
1512;182;eutzer
1513;182;leid
1514;182;stehen
1515;182;zunfftm
1516;180;allerhand
1517;180;altem
1518;180;anderstheils
1519;180;angestelt
1520;180;balm
1521;180;betrachtung
1522;180;darnach
1523;180;gefraget
1524;180;gehören
1525;180;glättlein
1526;180;hielte
1527;180;imm
1528;180;kirchenpfläger
1529;180;korn
1530;180;ott
1531;180;pfahr
1532;180;spöndli
1533;180;tragen
1534;180;verdacht
1535;179;geloffen
1536;179;söhnen
1537;178;ümpf
1538;177;absterben
1539;177;aprell
1540;177;bysein
1541;177;böse
1542;177;darinnen
1543;177;daruf
1544;177;drauff
1545;177;dritten
1546;177;einzug
1547;177;gefunden
1548;177;geseßen
1549;177;greifensee
1550;177;indem
1551;177;inn
1552;177;nachfrag
1553;177;stillstender
1554;177;trüb
1555;177;ursel
1556;177;verglichen
1557;177;verlesen
1558;177;wienacht
1559;177;wölte
1560;176;innert
1561;176;oberk
1562;176;pfarrers
1563;174;arme
1564;174;beschloßen
1565;174;dieb
1566;174;dienen
1567;174;dürsteler
1568;174;erfunden
1569;174;ernstl
1570;174;fürghalten
1571;174;gemeinden
1572;174;gemeyne
1573;174;gesteürt
1574;174;gspilt
1575;174;hl
1576;174;holen
1577;174;melcher
1578;174;metzger
1579;174;nachtmahl
1580;174;schuhmacher
1581;174;schuld
1582;174;seckelmeister
1583;174;seithen
1584;174;vetter
1585;174;wehrender
1586;174;wilden
1587;174;wollind
1588;173;urtheil
1589;173;uster
1590;172;ossingen
1591;172;sonn
1592;171;allmosen
1593;171;bertschiken
1594;171;beschähen
1595;171;erzeigt
1596;171;hate
1597;171;hinein
1598;171;husraht
